Algorithm,Run,OriginalSize,CompressedSize,CompressionTime(ns),DecompressionTime(ns),CompressionRatio(%),CompressionSavings(%),CompressionSpeedRatio(Perc/ms),Correctness
LZW,1,10143,3634,7617800,7646500,35.83,64.17,0.0000,Pass
LZW,2,10143,3634,5903200,7561000,35.83,64.17,0.0000,Pass
LZW,3,10143,3634,5769301,7551500,35.83,64.17,0.0000,Pass
LZW,4,10143,3634,5937501,7602100,35.83,64.17,0.0000,Pass
LZW,5,10143,3634,5713499,7629999,35.83,64.17,0.0000,Pass
LZW,6,10143,3634,5881800,7784300,35.83,64.17,0.0000,Pass
LZW,7,10143,3634,5805700,7672500,35.83,64.17,0.0000,Pass
LZW,8,10143,3634,5903699,7703400,35.83,64.17,0.0000,Pass
LZW,9,10143,3634,5795800,7660700,35.83,64.17,0.0000,Pass
LZW,10,10143,3634,5824100,7684601,35.83,64.17,0.0000,Pass
LZW,11,10143,3634,5868800,7679100,35.83,64.17,0.0000,Pass
LZW,12,10143,3634,5927200,7665201,35.83,64.17,0.0000,Pass
LZW,13,10143,3634,5795399,7749399,35.83,64.17,0.0000,Pass
LZW,14,10143,3634,5768899,7734500,35.83,64.17,0.0000,Pass
LZW,15,10143,3634,5893101,7871100,35.83,64.17,0.0000,Pass
LZW,16,10143,3634,5887501,7780500,35.83,64.17,0.0000,Pass
LZW,17,10143,3634,5924900,7956401,35.83,64.17,0.0000,Pass
LZW,18,10143,3634,5934699,7712300,35.83,64.17,0.0000,Pass
LZW,19,10143,3634,5920701,7661000,35.83,64.17,0.0000,Pass
LZW,20,10143,3634,6210300,7682600,35.83,64.17,0.0000,Pass
LZW,21,10143,3634,5814500,7540699,35.83,64.17,0.0000,Pass
LZW,22,10143,3634,5843700,7488300,35.83,64.17,0.0000,Pass
LZW,23,10143,3634,5766999,7411599,35.83,64.17,0.0000,Pass
LZW,24,10143,3634,5733600,7397300,35.83,64.17,0.0000,Pass
LZW,25,10143,3634,5670800,7724400,35.83,64.17,0.0000,Pass
LZW,26,10143,3634,5560300,7421701,35.83,64.17,0.0000,Pass
LZW,27,10143,3634,5714301,7346300,35.83,64.17,0.0000,Pass
LZW,28,10143,3634,5620900,7332199,35.83,64.17,0.0000,Pass
LZW,29,10143,3634,5653600,7307000,35.83,64.17,0.0000,Pass
LZW,30,10143,3634,5632899,7313500,35.83,64.17,0.0000,Pass
LZW,31,10143,3634,5663800,7290700,35.83,64.17,0.0000,Pass
LZW,32,10143,3634,5568600,7367900,35.83,64.17,0.0000,Pass
LZW,33,10143,3634,5720400,7504700,35.83,64.17,0.0000,Pass
LZW,34,10143,3634,5578201,7375299,35.83,64.17,0.0000,Pass
LZW,35,10143,3634,5589900,7309400,35.83,64.17,0.0000,Pass
LZW,36,10143,3634,5600301,7354400,35.83,64.17,0.0000,Pass
LZW,37,10143,3634,5562400,7313500,35.83,64.17,0.0000,Pass
LZW,38,10143,3634,5684701,7321801,35.83,64.17,0.0000,Pass
LZW,39,10143,3634,5592700,7729299,35.83,64.17,0.0000,Pass
LZW,40,10143,3634,6003500,7367800,35.83,64.17,0.0000,Pass
LZW,41,10143,3634,5576699,7291399,35.83,64.17,0.0000,Pass
LZW,42,10143,3634,5573000,7338100,35.83,64.17,0.0000,Pass
LZW,43,10143,3634,5578800,7301599,35.83,64.17,0.0000,Pass
LZW,44,10143,3634,5538300,7311300,35.83,64.17,0.0000,Pass
LZW,45,10143,3634,5551201,7377101,35.83,64.17,0.0000,Pass
LZW,46,10143,3634,5548001,7344101,35.83,64.17,0.0000,Pass
LZW,47,10143,3634,5511900,7645100,35.83,64.17,0.0000,Pass
LZW,48,10143,3634,5549200,7293800,35.83,64.17,0.0000,Pass
LZW,49,10143,3634,5571899,7243800,35.83,64.17,0.0000,Pass
LZW,50,10143,3634,5816100,7416401,35.83,64.17,0.0000,Pass
RLE,1,10143,39652,826500,1197400,390.93,-290.93,0.0005,Pass
RLE,2,10143,39652,791500,894199,390.93,-290.93,0.0005,Pass
RLE,3,10143,39652,778100,1042000,390.93,-290.93,0.0005,Pass
RLE,4,10143,39652,860500,1505499,390.93,-290.93,0.0005,Pass
RLE,5,10143,39652,807900,1294700,390.93,-290.93,0.0005,Pass
RLE,6,10143,39652,887900,1443600,390.93,-290.93,0.0004,Pass
RLE,7,10143,39652,800301,973399,390.93,-290.93,0.0005,Pass
RLE,8,10143,39652,773700,952601,390.93,-290.93,0.0005,Pass
RLE,9,10143,39652,906000,1060199,390.93,-290.93,0.0004,Pass
RLE,10,10143,39652,790801,1345900,390.93,-290.93,0.0005,Pass
RLE,11,10143,39652,1304800,1066600,390.93,-290.93,0.0003,Pass
RLE,12,10143,39652,818199,851900,390.93,-290.93,0.0005,Pass
RLE,13,10143,39652,982300,1022100,390.93,-290.93,0.0004,Pass
RLE,14,10143,39652,839501,841900,390.93,-290.93,0.0005,Pass
RLE,15,10143,39652,774699,856699,390.93,-290.93,0.0005,Pass
RLE,16,10143,39652,839200,864399,390.93,-290.93,0.0005,Pass
RLE,17,10143,39652,897201,837400,390.93,-290.93,0.0004,Pass
RLE,18,10143,39652,1131200,1067400,390.93,-290.93,0.0003,Pass
RLE,19,10143,39652,902300,862501,390.93,-290.93,0.0004,Pass
RLE,20,10143,39652,845301,872500,390.93,-290.93,0.0005,Pass
RLE,21,10143,39652,964201,859901,390.93,-290.93,0.0004,Pass
RLE,22,10143,39652,847699,836200,390.93,-290.93,0.0005,Pass
RLE,23,10143,39652,1004400,911299,390.93,-290.93,0.0004,Pass
RLE,24,10143,39652,869100,839199,390.93,-290.93,0.0004,Pass
RLE,25,10143,39652,1019101,1197299,390.93,-290.93,0.0004,Pass
RLE,26,10143,39652,860400,872499,390.93,-290.93,0.0005,Pass
RLE,27,10143,39652,865101,963300,390.93,-290.93,0.0005,Pass
RLE,28,10143,39652,958099,908500,390.93,-290.93,0.0004,Pass
RLE,29,10143,39652,890300,896600,390.93,-290.93,0.0004,Pass
RLE,30,10143,39652,1110500,993999,390.93,-290.93,0.0004,Pass
RLE,31,10143,39652,870700,889500,390.93,-290.93,0.0004,Pass
RLE,32,10143,39652,1141199,1013901,390.93,-290.93,0.0003,Pass
RLE,33,10143,39652,877700,859999,390.93,-290.93,0.0004,Pass
RLE,34,10143,39652,870601,1138199,390.93,-290.93,0.0004,Pass
RLE,35,10143,39652,697499,913899,390.93,-290.93,0.0006,Pass
RLE,36,10143,39652,588299,862800,390.93,-290.93,0.0007,Pass
RLE,37,10143,39652,1017400,997200,390.93,-290.93,0.0004,Pass
RLE,38,10143,39652,641900,897800,390.93,-290.93,0.0006,Pass
RLE,39,10143,39652,626399,960400,390.93,-290.93,0.0006,Pass
RLE,40,10143,39652,707200,921499,390.93,-290.93,0.0006,Pass
RLE,41,10143,39652,579099,901999,390.93,-290.93,0.0007,Pass
RLE,42,10143,39652,1095500,1042200,390.93,-290.93,0.0004,Pass
RLE,43,10143,39652,585300,893799,390.93,-290.93,0.0007,Pass
RLE,44,10143,39652,572601,957000,390.93,-290.93,0.0007,Pass
RLE,45,10143,39652,618799,922600,390.93,-290.93,0.0006,Pass
RLE,46,10143,39652,642300,724499,390.93,-290.93,0.0006,Pass
RLE,47,10143,39652,563700,841800,390.93,-290.93,0.0007,Pass
RLE,48,10143,39652,603401,709700,390.93,-290.93,0.0006,Pass
RLE,49,10143,39652,579400,723700,390.93,-290.93,0.0007,Pass
RLE,50,10143,39652,568701,1001499,390.93,-290.93,0.0007,Pass
BZIP2,1,10143,375,2464100,523700,3.70,96.30,0.0000,Pass
BZIP2,2,10143,375,2574500,516400,3.70,96.30,0.0000,Pass
BZIP2,3,10143,375,2475700,464600,3.70,96.30,0.0000,Pass
BZIP2,4,10143,375,2772300,469700,3.70,96.30,0.0000,Pass
BZIP2,5,10143,375,2987799,526300,3.70,96.30,0.0000,Pass
BZIP2,6,10143,375,2953799,467600,3.70,96.30,0.0000,Pass
BZIP2,7,10143,375,3329400,490600,3.70,96.30,0.0000,Pass
BZIP2,8,10143,375,3104500,479900,3.70,96.30,0.0000,Pass
BZIP2,9,10143,375,2917700,483300,3.70,96.30,0.0000,Pass
BZIP2,10,10143,375,3069001,466201,3.70,96.30,0.0000,Pass
BZIP2,11,10143,375,3239101,429699,3.70,96.30,0.0000,Pass
BZIP2,12,10143,375,2462600,470901,3.70,96.30,0.0000,Pass
BZIP2,13,10143,375,2466000,420501,3.70,96.30,0.0000,Pass
BZIP2,14,10143,375,2448501,517701,3.70,96.30,0.0000,Pass
BZIP2,15,10143,375,2474700,449200,3.70,96.30,0.0000,Pass
BZIP2,16,10143,375,2478200,801699,3.70,96.30,0.0000,Pass
BZIP2,17,10143,375,2465099,445900,3.70,96.30,0.0000,Pass
BZIP2,18,10143,375,2519399,465401,3.70,96.30,0.0000,Pass
BZIP2,19,10143,375,2557999,420600,3.70,96.30,0.0000,Pass
BZIP2,20,10143,375,2529701,444400,3.70,96.30,0.0000,Pass
BZIP2,21,10143,375,2514300,574901,3.70,96.30,0.0000,Pass
BZIP2,22,10143,375,2487100,438700,3.70,96.30,0.0000,Pass
BZIP2,23,10143,375,2432499,423000,3.70,96.30,0.0000,Pass
BZIP2,24,10143,375,2387100,456400,3.70,96.30,0.0000,Pass
BZIP2,25,10143,375,3453600,480299,3.70,96.30,0.0000,Pass
BZIP2,26,10143,375,2470200,449300,3.70,96.30,0.0000,Pass
BZIP2,27,10143,375,2467299,465100,3.70,96.30,0.0000,Pass
BZIP2,28,10143,375,2458399,440201,3.70,96.30,0.0000,Pass
BZIP2,29,10143,375,2489500,613900,3.70,96.30,0.0000,Pass
BZIP2,30,10143,375,2456700,483600,3.70,96.30,0.0000,Pass
BZIP2,31,10143,375,2431601,453201,3.70,96.30,0.0000,Pass
BZIP2,32,10143,375,2373101,437399,3.70,96.30,0.0000,Pass
BZIP2,33,10143,375,2436500,426400,3.70,96.30,0.0000,Pass
BZIP2,34,10143,375,2427000,413600,3.70,96.30,0.0000,Pass
BZIP2,35,10143,375,2468499,422900,3.70,96.30,0.0000,Pass
BZIP2,36,10143,375,2402201,438199,3.70,96.30,0.0000,Pass
BZIP2,37,10143,375,2540300,546500,3.70,96.30,0.0000,Pass
BZIP2,38,10143,375,2402201,464301,3.70,96.30,0.0000,Pass
BZIP2,39,10143,375,3428901,614400,3.70,96.30,0.0000,Pass
BZIP2,40,10143,375,2435200,416600,3.70,96.30,0.0000,Pass
BZIP2,41,10143,375,2653599,646600,3.70,96.30,0.0000,Pass
BZIP2,42,10143,375,2650000,656800,3.70,96.30,0.0000,Pass
BZIP2,43,10143,375,2749700,704000,3.70,96.30,0.0000,Pass
BZIP2,44,10143,375,2729299,896100,3.70,96.30,0.0000,Pass
BZIP2,45,10143,375,2728801,613500,3.70,96.30,0.0000,Pass
BZIP2,46,10143,375,2613300,640501,3.70,96.30,0.0000,Pass
BZIP2,47,10143,375,2624400,621000,3.70,96.30,0.0000,Pass
BZIP2,48,10143,375,2637800,647101,3.70,96.30,0.0000,Pass
BZIP2,49,10143,375,2656200,697000,3.70,96.30,0.0000,Pass
BZIP2,50,10143,375,2728001,683300,3.70,96.30,0.0000,Pass
LZ77,1,10143,396,3017299,11200000,3.90,96.10,0.0000,Pass
LZ77,2,10143,396,2974700,7740600,3.90,96.10,0.0000,Pass
LZ77,3,10143,396,2970800,3313701,3.90,96.10,0.0000,Pass
LZ77,4,10143,396,2930800,3377100,3.90,96.10,0.0000,Pass
LZ77,5,10143,396,2921900,3583000,3.90,96.10,0.0000,Pass
LZ77,6,10143,396,2901899,4029301,3.90,96.10,0.0000,Pass
LZ77,7,10143,396,2957700,3373201,3.90,96.10,0.0000,Pass
LZ77,8,10143,396,2964500,3453800,3.90,96.10,0.0000,Pass
LZ77,9,10143,396,3066700,3333101,3.90,96.10,0.0000,Pass
LZ77,10,10143,396,3017999,3321500,3.90,96.10,0.0000,Pass
LZ77,11,10143,396,2964900,3362500,3.90,96.10,0.0000,Pass
LZ77,12,10143,396,2999800,3905399,3.90,96.10,0.0000,Pass
LZ77,13,10143,396,2896999,3608499,3.90,96.10,0.0000,Pass
LZ77,14,10143,396,2989000,3595400,3.90,96.10,0.0000,Pass
LZ77,15,10143,396,2885899,3392299,3.90,96.10,0.0000,Pass
LZ77,16,10143,396,2966300,3444999,3.90,96.10,0.0000,Pass
LZ77,17,10143,396,2964800,3305400,3.90,96.10,0.0000,Pass
LZ77,18,10143,396,3053700,3842000,3.90,96.10,0.0000,Pass
LZ77,19,10143,396,2965299,3320700,3.90,96.10,0.0000,Pass
LZ77,20,10143,396,2964501,3445401,3.90,96.10,0.0000,Pass
LZ77,21,10143,396,2917000,3429100,3.90,96.10,0.0000,Pass
LZ77,22,10143,396,2889900,3635500,3.90,96.10,0.0000,Pass
LZ77,23,10143,396,2906299,3388700,3.90,96.10,0.0000,Pass
LZ77,24,10143,396,2949100,3879301,3.90,96.10,0.0000,Pass
LZ77,25,10143,396,3019901,3300300,3.90,96.10,0.0000,Pass
LZ77,26,10143,396,3008599,3338200,3.90,96.10,0.0000,Pass
LZ77,27,10143,396,3083400,3493400,3.90,96.10,0.0000,Pass
LZ77,28,10143,396,2928000,3355101,3.90,96.10,0.0000,Pass
LZ77,29,10143,396,2909101,3441200,3.90,96.10,0.0000,Pass
LZ77,30,10143,396,2955401,3890600,3.90,96.10,0.0000,Pass
LZ77,31,10143,396,2904500,3428800,3.90,96.10,0.0000,Pass
LZ77,32,10143,396,2962800,3298301,3.90,96.10,0.0000,Pass
LZ77,33,10143,396,2981300,3277099,3.90,96.10,0.0000,Pass
LZ77,34,10143,396,3035699,3281700,3.90,96.10,0.0000,Pass
LZ77,35,10143,396,2968700,3343800,3.90,96.10,0.0000,Pass
LZ77,36,10143,396,3051701,3911100,3.90,96.10,0.0000,Pass
LZ77,37,10143,396,2911600,3417401,3.90,96.10,0.0000,Pass
LZ77,38,10143,396,2878700,3715000,3.90,96.10,0.0000,Pass
LZ77,39,10143,396,2876001,3402700,3.90,96.10,0.0000,Pass
LZ77,40,10143,396,2918601,3532601,3.90,96.10,0.0000,Pass
LZ77,41,10143,396,2985800,3428900,3.90,96.10,0.0000,Pass
LZ77,42,10143,396,3104199,3790699,3.90,96.10,0.0000,Pass
LZ77,43,10143,396,3310500,3395701,3.90,96.10,0.0000,Pass
LZ77,44,10143,396,3208800,3503300,3.90,96.10,0.0000,Pass
LZ77,45,10143,396,2910500,3456999,3.90,96.10,0.0000,Pass
LZ77,46,10143,396,2946900,3369800,3.90,96.10,0.0000,Pass
LZ77,47,10143,396,2919500,3342300,3.90,96.10,0.0000,Pass
LZ77,48,10143,396,2942600,3795000,3.90,96.10,0.0000,Pass
LZ77,49,10143,396,3044900,3403101,3.90,96.10,0.0000,Pass
LZ77,50,10143,396,2975400,3378801,3.90,96.10,0.0000,Pass
